,country,distance,plane_transport,content,amount,S1,S2,S3,alarm
8112,China,5727.468214827519,1,wood,45.78228945687741,1,0,0,1
8113,Russia,1585.3938077106507,0,wood,4.912790485272188,0,1,1,1
8114,Russia,1655.8258809842837,0,wood,34.01965427967512,0,1,0,0
8115,Russia,3230.2701541363235,0,tiles,6.99448428409621,0,0,1,1
8116,Russia,1309.6841195432958,0,tiles,22.80681945055307,0,0,1,0
8117,France,545.7688525453749,0,wood,49.60302677946017,0,0,1,1
8118,China,5613.055991493615,0,wood,34.38025049411851,0,1,0,1
8119,France,208.08720160782917,1,electrical,14.844133915480297,1,0,0,1
8120,Russia,1395.7009506850163,0,wood,44.64422546069483,0,0,1,1
8121,China,5727.468214827519,0,wood,13.539694099285772,0,1,1,0
8122,France,632.7606025642748,0,electrical,20.728103652473962,0,1,1,1
8123,Russia,1302.7068457225841,1,wood,5.147627988476506,0,0,1,1
8124,China,5676.636569141746,0,electrical,35.3202523504684,0,0,1,1
8125,Russia,3393.347674966075,1,electrical,33.63961024734947,0,0,1,1
8126,China,5613.055991493615,0,electrical,3.5971292170560716,0,0,1,0
8127,France,712.7933786572075,0,electrical,15.420893933575215,0,1,0,0
8128,China,5513.899770103283,0,tiles,2.7960193142620766,0,0,1,1
8129,China,5806.745348727089,1,wood,4.345795623431534,1,0,1,1
8130,China,5871.276335819262,1,tiles,31.919246447296025,0,0,0,0
8131,China,5698.293705496943,0,wood,13.265675416909943,0,0,0,0
8132,Russia,1558.7508968735642,1,wood,25.74222895063174,0,0,1,1
8133,France,632.7606025642748,1,wood,14.105479665807245,0,0,1,0
8134,China,5871.276335819262,0,wood,19.846088100531322,0,0,1,1
8135,Russia,3329.612533252432,1,tiles,37.90529498697731,0,0,1,1
8136,Russia,1395.7009506850163,0,tiles,15.297235979538828,0,0,0,0
8137,China,5072.243582945506,1,electrical,38.85161459372781,0,0,0,0
8138,France,632.7606025642748,1,wood,16.358006867714217,1,0,1,1
8139,China,5871.276335819262,1,electrical,7.520787587065309,1,0,0,0
8140,France,545.7688525453749,1,electrical,45.46623619936868,1,0,1,1
8141,France,208.08720160782917,1,tiles,42.00601755622851,1,0,1,1
8142,France,139.4848867958015,1,wood,10.9653073666025,1,0,0,0
8143,China,5676.636569141746,0,wood,25.90256017943533,0,1,0,1
8144,Russia,1395.7009506850163,1,wood,18.60993298927509,0,0,1,0
8145,France,545.7688525453749,1,electrical,35.52384705611503,0,0,1,1
8146,France,179.86194676153042,0,tiles,10.272379695298307,0,0,0,0
8147,China,5727.468214827519,0,tiles,34.73773543556412,0,1,0,1
8148,China,5149.852621445619,1,wood,21.314711411758825,0,0,0,0
8149,France,451.4114555404259,0,wood,33.52272969301031,0,1,0,1
8150,China,5698.293705496943,0,wood,4.894408579858084,0,0,1,1
8151,China,5149.852621445619,0,tiles,24.918091058186345,0,1,1,1
8152,China,5039.643002522832,1,tiles,40.507102986711544,0,0,1,0
8153,China,5513.899770103283,1,wood,49.62673194982602,0,0,0,0
8154,Russia,1585.3938077106507,1,electrical,9.657125179581563,0,0,1,1
8155,Russia,1715.1331252278073,1,wood,2.8990716766780027,1,0,1,0
8156,China,5727.468214827519,0,wood,21.35797599050176,0,0,0,0
8157,China,5698.293705496943,0,electrical,44.533246470287445,0,1,0,0
8158,China,5698.293705496943,0,tiles,5.3977067142637,0,1,0,1
8159,Russia,1655.8258809842837,0,electrical,49.685894928840774,0,0,1,1
8160,France,139.4848867958015,1,tiles,36.61952280967247,0,0,1,1
8161,France,406.41363707746166,1,tiles,18.89695213239678,1,0,1,1
8162,China,5871.276335819262,0,electrical,49.64670832969457,0,1,0,0
8163,China,5676.636569141746,0,wood,48.12510811243667,0,1,1,1
8164,China,5698.293705496943,0,electrical,3.7380181890400195,0,0,0,0
8165,Russia,1309.6841195432958,1,tiles,33.662280662790124,1,0,1,0
8166,Russia,3244.9694671188086,1,wood,35.11854229025137,0,0,1,1
8167,China,5149.852621445619,1,tiles,22.30591322430412,0,0,1,0
8168,China,5727.468214827519,1,wood,47.2417501389722,1,0,1,0
8169,Russia,1302.7068457225841,0,wood,24.32039345101611,0,0,1,0
8170,Russia,1309.6841195432958,1,electrical,33.10663783158444,1,0,1,0
8171,France,577.6060779866149,1,tiles,25.15959318922456,1,0,0,0
8172,Russia,1395.7009506850163,0,tiles,20.726973208058723,0,0,1,0
8173,France,712.7933786572075,1,electrical,27.36337383323496,0,0,1,1
8174,China,5072.243582945506,0,wood,21.22424349334547,0,0,0,0
8175,Russia,3244.9694671188086,0,wood,20.568111372825083,0,0,1,1
8176,China,5727.468214827519,1,tiles,35.42512921690991,0,0,1,0
8177,China,5527.314526302195,1,electrical,13.579364800438581,0,0,0,0
8178,China,5871.276335819262,0,tiles,41.6408811064018,0,1,1,0
8179,China,5039.643002522832,0,wood,37.579275426578164,0,1,1,1
8180,France,179.86194676153042,0,tiles,14.539211257717497,0,1,0,0
8181,China,5527.314526302195,0,electrical,40.46783927996382,0,0,1,1
8182,Russia,3393.347674966075,1,wood,10.284386976951147,1,0,0,0
8183,China,5698.293705496943,1,tiles,40.39274831098077,0,0,1,1
8184,France,545.7688525453749,0,wood,11.401838353341692,0,0,1,1
8185,China,5072.243582945506,1,electrical,23.89369498100659,0,0,0,0
8186,China,5149.852621445619,1,tiles,3.0503914319575878,0,0,0,0
8187,France,319.6989376015992,0,electrical,29.737594824645733,0,0,0,0
8188,China,5149.852621445619,0,tiles,48.74644385981696,0,0,0,0
8189,France,577.6060779866149,0,tiles,3.5374638121901287,0,1,1,1
8190,China,5871.276335819262,0,tiles,30.915329150652358,0,0,0,0
8191,France,712.7933786572075,1,tiles,5.1970265933715645,1,0,1,1
8192,China,5039.643002522832,0,electrical,13.784592526103776,0,1,0,1
8193,Russia,1715.1331252278073,1,tiles,36.66071521143923,1,0,1,0
8194,China,5871.276335819262,0,tiles,27.54424283205312,0,0,0,0
8195,France,545.7688525453749,0,wood,9.663244061964956,0,1,0,1
8196,France,348.1008185907204,0,tiles,28.51635875318779,0,0,1,1
8197,Russia,1459.0058930431073,1,electrical,13.151011628888936,0,0,1,0
8198,Russia,1309.6841195432958,0,wood,45.292097026634316,0,1,1,1
8199,France,348.1008185907204,1,electrical,38.68570301642549,0,0,1,1
8200,China,5214.5141165824625,0,wood,20.39123445352236,0,0,1,0
8201,China,5072.243582945506,1,wood,41.87756287568345,1,0,0,1
8202,Russia,1395.7009506850163,1,wood,47.29668512611581,0,0,1,0
8203,Russia,1558.7508968735642,0,tiles,35.54535788454605,0,1,1,0
8204,China,5527.314526302195,1,wood,36.18244667847748,1,0,0,0
8205,Russia,3393.347674966075,1,electrical,49.286918277038794,0,0,0,0
8206,Russia,3393.347674966075,0,electrical,16.411776938282234,0,1,1,0
8207,China,5613.055991493615,1,electrical,43.11560647959203,0,0,1,0
8208,Russia,1302.7068457225841,0,tiles,17.28525596114044,0,0,1,1
8209,Russia,1585.3938077106507,1,wood,44.31660942841279,1,0,1,0
8210,Russia,3244.9694671188086,0,wood,2.1895646791560965,0,1,1,0
8211,China,5039.643002522832,0,tiles,25.98177754048171,0,1,0,1
8212,Russia,1558.7508968735642,0,wood,18.059316095225682,0,0,1,1
8213,China,5698.293705496943,0,wood,36.518011053326916,0,1,0,1
8214,France,208.08720160782917,0,tiles,13.720360978545937,0,1,1,1
8215,Russia,1309.6841195432958,1,electrical,27.826725946955136,1,0,1,1
8216,China,5727.468214827519,1,wood,24.86562011784239,1,0,0,0
8217,China,5676.636569141746,0,tiles,30.153262906604475,0,1,0,1
8218,China,5727.468214827519,1,electrical,25.101629404927365,0,0,0,0
8219,China,5072.243582945506,1,electrical,47.701468062959776,1,0,1,1
8220,Russia,1395.7009506850163,0,tiles,49.34585697209922,0,0,1,1
8221,Russia,3393.347674966075,1,tiles,29.056045537225298,1,0,1,0
8222,China,5727.468214827519,1,wood,38.13082709573953,0,0,0,0
8223,Russia,1715.1331252278073,0,wood,14.036374086745912,0,1,1,1
8224,China,5698.293705496943,1,tiles,42.687810926584426,1,0,0,1
8225,Russia,3329.612533252432,1,tiles,8.356367474094371,0,0,1,1
8226,Russia,3329.612533252432,1,tiles,22.40290532824837,1,0,1,0
8227,China,5072.243582945506,0,wood,6.782585310781606,0,0,0,0
8228,France,577.6060779866149,0,electrical,41.763343769619134,0,0,1,1
8229,France,319.6989376015992,1,electrical,13.951535868163857,0,0,1,0
8230,China,5676.636569141746,1,wood,6.78877779156932,1,0,0,0
8231,France,545.7688525453749,0,tiles,7.323054644704174,0,1,1,0
8232,China,5871.276335819262,0,wood,3.468797288221743,0,1,0,0
8233,Russia,1585.3938077106507,0,electrical,43.995534351359424,0,1,1,1
8234,China,5727.468214827519,1,wood,43.24946064380347,0,0,0,0
8235,Russia,3230.2701541363235,0,tiles,37.97102250923945,0,0,0,0
8236,France,712.7933786572075,0,electrical,35.008382339198405,0,1,1,0
8237,China,5698.293705496943,0,wood,6.824359095670989,0,0,0,0
8238,France,319.6989376015992,1,electrical,19.158399067422312,0,0,0,0
8239,France,451.4114555404259,0,wood,37.970552394426946,0,0,0,0
8240,France,406.41363707746166,0,wood,24.47650650814973,0,0,1,1
8241,France,139.4848867958015,0,tiles,13.689669809630734,0,1,1,0
8242,Russia,1558.7508968735642,1,tiles,11.15479823643297,1,0,1,1
8243,Russia,3230.2701541363235,0,wood,23.881602335197545,0,0,1,0
8244,Russia,3329.612533252432,1,tiles,9.650464883867235,1,0,1,1
8245,China,5039.643002522832,1,electrical,22.37253271327641,0,0,0,0
8246,China,5039.643002522832,1,wood,43.95154273676016,0,0,0,0
8247,France,179.86194676153042,0,wood,1.455080872069288,0,1,1,1
8248,China,5613.055991493615,1,wood,7.594836775816416,0,0,0,0
8249,France,319.6989376015992,0,wood,45.14483877774953,0,0,0,0
8250,Russia,1309.6841195432958,0,tiles,44.581388908908615,0,1,1,0
8251,Russia,1585.3938077106507,1,electrical,24.71801529467628,0,0,1,0
8252,France,632.7606025642748,1,wood,18.742019678781578,1,0,0,0
8253,France,515.3718091999796,1,wood,30.512959997534313,0,0,0,0
8254,China,5072.243582945506,0,electrical,46.327527417594304,0,0,0,0
8255,China,5871.276335819262,1,electrical,15.236204220490581,0,0,1,1
8256,France,545.7688525453749,0,tiles,13.942654076433422,0,0,0,0
8257,Russia,3393.347674966075,1,electrical,42.5001052211819,1,0,0,0
8258,Russia,1585.3938077106507,1,wood,34.30020365712321,1,0,1,0
8259,China,5871.276335819262,0,tiles,32.89053530951133,0,1,0,1
8260,Russia,3393.347674966075,0,wood,3.4164299605352753,0,0,1,0
8261,China,5871.276335819262,0,wood,17.304523881905457,0,0,1,1
8262,Russia,1309.6841195432958,1,electrical,19.106216328451175,1,0,1,0
8263,China,5513.899770103283,1,tiles,3.264396659574869,1,0,0,1
8264,France,406.41363707746166,1,electrical,35.88632100506578,0,0,0,0
8265,Russia,1302.7068457225841,1,tiles,2.3733047114584203,1,0,1,1
8266,China,5727.468214827519,1,electrical,16.88884714995791,1,0,0,1
8267,Russia,1585.3938077106507,1,wood,29.775182488481004,0,0,1,1
8268,Russia,1309.6841195432958,1,electrical,13.011362379210485,1,0,0,1
8269,France,451.4114555404259,0,tiles,20.670949136460926,0,0,0,0
8270,Russia,3393.347674966075,0,electrical,28.3152008356681,0,0,1,1
8271,France,348.1008185907204,0,electrical,12.832723589519105,0,0,0,0
8272,Russia,1715.1331252278073,1,wood,28.84852016468329,1,0,1,0
8273,China,5871.276335819262,0,electrical,4.115258078591662,0,1,0,0
8274,Russia,1655.8258809842837,1,electrical,7.412106678669576,1,0,1,1
8275,France,348.1008185907204,0,electrical,5.161831168085385,0,0,0,0
8276,China,5698.293705496943,1,wood,10.232933616339427,0,0,0,0
8277,Russia,1309.6841195432958,1,wood,23.732941370669828,0,0,1,0
8278,Russia,3230.2701541363235,1,electrical,36.28429764854963,1,0,1,1
8279,Russia,3329.612533252432,0,tiles,6.497873378209006,0,1,1,0
8280,Russia,1309.6841195432958,1,wood,12.778008034713515,1,0,1,1
8281,Russia,1558.7508968735642,0,wood,10.909394140006697,0,1,1,0
8282,China,5806.745348727089,1,tiles,24.463750517353695,1,0,0,0
8283,Russia,1655.8258809842837,1,tiles,44.688562226882844,0,0,1,1
8284,China,5214.5141165824625,1,tiles,24.488499218672516,1,0,0,1
8285,Russia,1459.0058930431073,0,wood,47.40034919389526,0,0,1,0
8286,France,451.4114555404259,0,wood,8.92622360182875,0,1,1,0
8287,China,5072.243582945506,1,electrical,40.85480098968804,1,0,0,1
8288,Russia,1655.8258809842837,0,wood,11.88671624189872,0,0,1,1
8289,Russia,3230.2701541363235,0,electrical,13.997554990605394,0,1,1,1
8290,China,5806.745348727089,0,wood,35.058830067190655,0,0,1,0
8291,China,5727.468214827519,1,wood,23.857803203340637,0,0,0,0
8292,France,406.41363707746166,1,electrical,13.510538959338671,1,0,0,0
8293,France,208.08720160782917,0,electrical,15.21458326988093,0,1,1,1
8294,Russia,3244.9694671188086,0,tiles,42.76564359816394,0,1,1,0
8295,Russia,1558.7508968735642,1,electrical,38.320484776585026,0,0,1,0
8296,France,348.1008185907204,0,electrical,14.965654116704943,0,1,0,1
8297,China,5727.468214827519,1,tiles,12.18301868328137,1,0,0,1
8298,France,712.7933786572075,1,wood,30.31382176210122,0,0,0,0
8299,Russia,1459.0058930431073,0,tiles,33.53866272937663,0,1,1,1
8300,France,577.6060779866149,1,electrical,37.945466816876944,0,0,1,0
8301,China,5871.276335819262,0,wood,25.17757933238039,0,1,0,1
8302,France,515.3718091999796,1,wood,5.445606663835075,1,0,0,1
8303,Russia,1302.7068457225841,0,electrical,16.84180295803813,0,0,1,1
8304,France,179.86194676153042,1,tiles,15.82093283428864,1,0,1,1
8305,China,5072.243582945506,0,electrical,37.450486196128644,0,1,0,1
8306,Russia,1302.7068457225841,1,tiles,10.5994728828673,1,0,1,1
8307,France,319.6989376015992,0,tiles,14.741125244118601,0,0,0,0
8308,China,5072.243582945506,1,electrical,43.63137719599757,1,0,0,0
8309,France,139.4848867958015,0,wood,4.351740109395564,0,0,0,0
8310,France,515.3718091999796,0,tiles,5.308891416183646,0,1,1,1
8311,France,577.6060779866149,1,tiles,15.194151555252445,1,0,0,0
8312,China,5698.293705496943,0,electrical,13.892874693971207,0,0,0,0
8313,France,139.4848867958015,1,wood,16.679946324240653,1,0,1,1
8314,China,5676.636569141746,1,tiles,25.0897709637893,0,0,0,0
8315,Russia,3329.612533252432,1,electrical,20.201936139433805,1,0,1,1
8316,France,451.4114555404259,1,electrical,38.1388155346306,1,0,1,0
8317,France,179.86194676153042,1,electrical,13.841307151627488,1,0,1,0
8318,Russia,1309.6841195432958,0,electrical,19.523859627246757,0,1,1,1
8319,France,179.86194676153042,0,tiles,36.162402214396145,0,1,1,0
8320,France,139.4848867958015,0,electrical,12.674972486121842,0,0,1,0
8321,Russia,1558.7508968735642,0,electrical,3.133388300530148,0,1,1,1
8322,Russia,3230.2701541363235,0,tiles,17.37391125305309,0,1,1,1
8323,China,5149.852621445619,0,electrical,5.47551336535813,0,0,0,0
8324,China,5072.243582945506,1,electrical,40.173418376038384,0,0,0,0
8325,Russia,3329.612533252432,0,electrical,13.600655797061554,0,1,1,0
8326,China,5727.468214827519,0,wood,6.317373355700744,0,0,0,0
8327,Russia,1715.1331252278073,0,tiles,38.808615095932076,0,1,1,1
8328,Russia,1395.7009506850163,0,tiles,30.047321334694207,0,1,1,0
8329,Russia,1715.1331252278073,1,wood,36.30253932958529,0,0,1,0
8330,Russia,1715.1331252278073,1,wood,32.512472646401775,0,0,1,0
8331,France,208.08720160782917,0,wood,37.229211749667556,0,1,0,1
8332,France,179.86194676153042,1,wood,33.20230389080835,1,0,0,0
8333,China,5039.643002522832,0,wood,47.84204540188953,0,0,0,0
8334,France,577.6060779866149,0,electrical,3.975770115248962,0,0,1,1
8335,Russia,1585.3938077106507,0,wood,17.984248235367478,0,0,1,1
8336,France,179.86194676153042,1,electrical,20.231401296539232,0,0,0,0
8337,France,406.41363707746166,1,electrical,6.976120501664499,0,0,1,0
8338,China,5149.852621445619,1,electrical,4.183641221550625,1,0,1,0
8339,Russia,1558.7508968735642,0,electrical,3.3503283573530296,0,0,1,0
8340,China,5727.468214827519,1,electrical,9.354591854883402,0,0,0,0
8341,France,577.6060779866149,0,tiles,33.604867280937974,0,1,0,1
8342,Russia,1585.3938077106507,1,tiles,12.664323624387078,0,0,1,1
8343,Russia,3393.347674966075,1,tiles,28.16528666620433,1,0,1,1
8344,Russia,1585.3938077106507,0,wood,5.9380630586812835,0,0,1,0
8345,Russia,1585.3938077106507,1,tiles,22.626156490050757,0,0,1,0
8346,China,5039.643002522832,1,wood,25.840274311350893,1,0,0,1
8347,Russia,1585.3938077106507,0,tiles,12.334664624867324,0,1,1,1
8348,Russia,1585.3938077106507,1,wood,12.946661451575308,0,0,1,0
8349,China,5613.055991493615,0,tiles,13.334213089366159,0,1,0,0
8350,Russia,1715.1331252278073,0,electrical,10.861631253355904,0,1,1,0
8351,Russia,3244.9694671188086,1,electrical,48.02040036396068,1,0,1,1
8352,Russia,1309.6841195432958,1,electrical,37.12801803076357,1,0,1,0
8353,China,5806.745348727089,1,wood,48.647555094445735,1,0,0,0
8354,Russia,1309.6841195432958,1,tiles,47.59698814326824,1,0,1,1
8355,France,451.4114555404259,1,electrical,11.510505275349974,1,0,1,0
8356,China,5072.243582945506,1,wood,33.522093881812225,0,0,0,0
8357,China,5214.5141165824625,0,tiles,40.36119101382178,0,1,0,0
8358,China,5676.636569141746,0,wood,29.285244017181228,0,0,0,0
8359,Russia,1395.7009506850163,1,electrical,48.48111730016777,0,0,1,1
8360,China,5513.899770103283,1,wood,39.83916361712874,0,0,0,0
8361,China,5727.468214827519,0,electrical,44.44194548111312,0,0,0,0
8362,China,5871.276335819262,0,electrical,44.69352234926394,0,1,1,0
8363,China,5513.899770103283,0,tiles,39.26620655404931,0,0,0,0
8364,Russia,3230.2701541363235,1,wood,16.553291037705456,0,0,1,0
8365,France,515.3718091999796,1,tiles,25.995690900866176,1,0,1,0
8366,China,5149.852621445619,1,electrical,19.53280031872136,1,0,0,1
8367,China,5806.745348727089,0,tiles,16.423566084169032,0,1,0,0
8368,Russia,1715.1331252278073,1,electrical,38.557176807010094,0,0,1,0
8369,France,632.7606025642748,1,tiles,48.81828199443327,1,0,1,1
8370,Russia,1655.8258809842837,0,tiles,24.320618740531913,0,0,1,0
8371,Russia,1302.7068457225841,0,electrical,21.086143405286666,0,1,1,0
8372,Russia,1459.0058930431073,0,electrical,28.267585336871797,0,1,1,0
8373,China,5039.643002522832,0,electrical,29.870601851792436,0,0,0,0
8374,Russia,1715.1331252278073,1,wood,44.09685018270817,0,0,1,0
8375,Russia,1309.6841195432958,0,wood,13.003923524078932,0,0,1,0
8376,China,5698.293705496943,1,wood,10.927681244358023,1,0,0,0
8377,Russia,1585.3938077106507,1,wood,5.4355762973556905,0,0,1,0
8378,France,577.6060779866149,0,tiles,32.43570244028044,0,1,0,1
8379,China,5527.314526302195,1,tiles,40.49513769002931,1,0,0,1
8380,France,712.7933786572075,1,electrical,38.972742082975316,0,0,1,0
8381,France,632.7606025642748,0,electrical,5.982503266511744,0,0,1,0
8382,Russia,1558.7508968735642,1,wood,15.380792342414072,1,0,1,1
8383,France,139.4848867958015,1,wood,17.62496769499238,1,0,0,1
8384,Russia,3244.9694671188086,0,electrical,6.345714069731671,0,0,1,0
8385,Russia,1459.0058930431073,1,tiles,20.207577251857515,0,0,1,1
8386,France,545.7688525453749,0,tiles,16.159265736002254,0,0,1,0
8387,Russia,1558.7508968735642,0,wood,39.23948011842734,0,1,1,1
8388,Russia,1395.7009506850163,0,tiles,45.47136249494108,0,0,1,0
8389,Russia,1558.7508968735642,1,wood,43.05519933009589,1,0,1,1
8390,China,5727.468214827519,0,electrical,37.29212488938397,0,1,0,0
8391,China,5072.243582945506,0,electrical,27.095426386798618,0,0,0,0
8392,France,632.7606025642748,1,wood,26.570910092793866,1,0,1,1
8393,France,515.3718091999796,1,tiles,13.652111997006998,1,0,0,0
8394,Russia,1395.7009506850163,0,tiles,6.037991321177523,0,1,0,0
8395,Russia,1309.6841195432958,1,wood,26.560994711592365,0,0,1,1
8396,Russia,1302.7068457225841,0,wood,46.05641807856506,0,0,1,0
8397,Russia,1309.6841195432958,1,tiles,33.294983710848626,1,0,1,0
8398,France,179.86194676153042,1,tiles,8.956591468261056,0,0,1,1
8399,China,5727.468214827519,0,wood,1.5730762440969217,0,0,0,0
8400,Russia,3393.347674966075,1,electrical,24.667037273876357,1,0,1,1
8401,Russia,1395.7009506850163,1,electrical,18.521873882728364,1,0,1,1
8402,Russia,1459.0058930431073,0,electrical,11.525217231085948,0,0,1,0
8403,France,139.4848867958015,0,wood,25.279551677547985,0,1,0,0
8404,Russia,1585.3938077106507,0,wood,40.320267169355255,0,1,1,1
8405,China,5676.636569141746,0,wood,22.312403904935444,0,1,0,0
8406,China,5871.276335819262,1,tiles,26.458941018235322,0,0,0,0
8407,China,5072.243582945506,1,electrical,17.519451620550008,0,0,0,0
8408,China,5727.468214827519,1,electrical,41.2097443005903,0,0,1,0
8409,China,5613.055991493615,0,tiles,26.786400455132462,0,0,0,0
8410,France,545.7688525453749,1,electrical,36.138215274712685,0,0,0,0
8411,China,5527.314526302195,1,electrical,18.952971410350916,1,0,0,1
8412,Russia,1309.6841195432958,1,tiles,25.705533020749503,1,0,1,0
8413,Russia,3393.347674966075,0,electrical,38.18673549769811,0,0,1,1
8414,France,348.1008185907204,0,tiles,19.267799565339356,0,0,1,1
8415,France,712.7933786572075,0,wood,23.980117718360695,0,0,1,1
8416,Russia,1395.7009506850163,1,electrical,22.08092340888068,1,0,1,1
8417,China,5149.852621445619,1,wood,44.4887839721647,1,0,0,1
8418,China,5676.636569141746,0,wood,34.653951052583054,0,1,0,1
8419,France,712.7933786572075,0,tiles,20.21235592285783,0,0,1,1
8420,Russia,1395.7009506850163,0,electrical,34.036552565796896,0,1,1,1
8421,France,515.3718091999796,0,tiles,36.06038796098532,0,1,1,1
8422,France,632.7606025642748,0,tiles,22.046376044135194,0,1,0,0
8423,China,5149.852621445619,0,electrical,1.7431644209268256,0,0,1,0
8424,China,5871.276335819262,0,wood,8.724098911200429,0,1,0,0
8425,China,5871.276335819262,1,wood,7.431413563557572,1,0,1,1
8426,France,319.6989376015992,0,tiles,6.0497057395096725,0,1,1,1
8427,Russia,3393.347674966075,0,tiles,14.236261610398335,0,1,1,0
8428,France,451.4114555404259,0,wood,1.7730454747344007,0,1,1,1
8429,France,406.41363707746166,1,electrical,35.1344517368334,0,0,0,0
8430,China,5871.276335819262,1,wood,40.169204341746656,1,0,0,1
8431,China,5149.852621445619,0,electrical,19.09928555600306,0,1,0,0
8432,China,5676.636569141746,0,tiles,31.80557416806287,0,1,0,1
8433,France,348.1008185907204,0,tiles,35.21786430846234,0,0,1,0
8434,Russia,1395.7009506850163,0,wood,34.80210629104774,0,1,1,0
8435,China,5513.899770103283,1,tiles,35.83062437883461,1,0,0,0
8436,France,451.4114555404259,0,electrical,14.1398967754771,0,0,0,0
8437,France,406.41363707746166,1,wood,43.91427743090384,1,0,1,1
8438,Russia,3329.612533252432,1,electrical,34.650366518119405,0,0,1,0
8439,China,5871.276335819262,1,electrical,43.314078433472176,1,0,0,0
8440,China,5513.899770103283,1,tiles,4.1453027329173615,1,0,1,0
8441,France,451.4114555404259,1,tiles,18.371656205179633,0,0,0,0
8442,Russia,1585.3938077106507,1,tiles,29.639935041858788,0,0,1,0
8443,Russia,1655.8258809842837,1,wood,20.913693717294333,1,0,1,1
8444,Russia,1309.6841195432958,0,tiles,34.94098604210149,0,0,1,1
8445,France,139.4848867958015,0,tiles,40.03333894778055,0,0,1,0
8446,China,5698.293705496943,0,wood,49.714706529043006,0,1,0,0
8447,China,5513.899770103283,1,electrical,28.052276996705054,0,0,0,0
8448,China,5214.5141165824625,1,electrical,11.041501878027056,0,0,0,0
8449,France,139.4848867958015,0,wood,24.739240356655554,0,1,1,1
8450,Russia,1558.7508968735642,1,electrical,31.557189920473103,0,0,1,0
8451,Russia,1302.7068457225841,1,electrical,7.858130733932366,0,0,1,1
8452,China,5527.314526302195,1,electrical,7.389072075884178,1,0,0,1
8453,France,179.86194676153042,0,tiles,31.321700987461647,0,1,0,0
8454,France,406.41363707746166,0,electrical,20.208282001252698,0,1,1,1
8455,Russia,1715.1331252278073,1,tiles,13.254490268955655,0,0,1,1
8456,France,406.41363707746166,1,electrical,41.333725162706585,1,0,1,0
8457,China,5513.899770103283,0,electrical,28.796266115664235,0,0,0,0
8458,China,5039.643002522832,0,wood,38.760735989016545,0,1,1,1
8459,France,319.6989376015992,1,wood,6.884943708405279,1,0,1,1
8460,China,5698.293705496943,1,electrical,37.69711948976839,0,0,0,0
8461,Russia,3329.612533252432,1,electrical,22.70005642750421,1,0,0,0
8462,China,5676.636569141746,1,electrical,13.3450212043707,0,0,0,0
8463,Russia,1302.7068457225841,1,tiles,39.605638608078294,1,0,0,1
8464,Russia,1302.7068457225841,0,wood,18.759751370180037,0,0,0,0
8465,Russia,1459.0058930431073,0,wood,25.313521123233944,0,1,1,1
8466,China,5871.276335819262,1,wood,45.04697482116752,1,0,0,0
8467,France,319.6989376015992,0,tiles,42.4905271796686,0,1,1,1
8468,France,451.4114555404259,1,tiles,42.97616104894771,1,0,1,1
8469,France,712.7933786572075,0,electrical,10.787707504112163,0,1,0,0
8470,France,451.4114555404259,1,tiles,49.62915765448925,0,0,1,1
8471,Russia,1585.3938077106507,0,electrical,46.49703965943933,0,0,1,1
8472,China,5698.293705496943,0,electrical,12.985833378432389,0,0,0,0
8473,France,577.6060779866149,0,electrical,5.2691103906018055,0,1,1,1
8474,China,5698.293705496943,0,wood,11.454453059801942,0,0,0,0
8475,Russia,1655.8258809842837,1,tiles,23.04237144658206,1,0,1,0
8476,Russia,1395.7009506850163,0,wood,30.699433699860784,0,0,1,1
8477,Russia,3329.612533252432,0,tiles,12.023580585345437,0,0,1,0
8478,Russia,1459.0058930431073,1,electrical,30.808617827472077,1,0,1,1
8479,Russia,3244.9694671188086,1,tiles,23.731257567242217,0,0,1,1
8480,Russia,1395.7009506850163,1,wood,8.074792486532953,1,0,1,1
8481,Russia,3393.347674966075,1,tiles,45.40159488951671,1,0,1,1
8482,China,5727.468214827519,0,electrical,13.202908026223016,0,1,0,0
8483,China,5149.852621445619,0,electrical,36.69785510087276,0,0,0,0
8484,Russia,1655.8258809842837,0,electrical,13.948823428676448,0,0,1,1
8485,China,5039.643002522832,0,electrical,28.392145463220032,0,0,0,0
8486,China,5513.899770103283,0,tiles,8.133389727898216,0,1,0,1
8487,France,319.6989376015992,0,wood,19.94707025785456,0,0,1,1
8488,France,139.4848867958015,1,wood,40.94562528729313,0,0,1,1
8489,Russia,1309.6841195432958,0,wood,48.45351748210581,0,1,1,0
8490,Russia,1585.3938077106507,1,wood,20.04954967475716,1,0,1,0
8491,Russia,1558.7508968735642,1,tiles,20.472135038723735,1,0,1,1
8492,Russia,1395.7009506850163,0,tiles,43.74567175273289,0,1,1,1
8493,Russia,3244.9694671188086,1,wood,32.23993415665001,0,0,0,0
8494,France,577.6060779866149,1,electrical,4.200222140268329,1,0,1,1
8495,China,5871.276335819262,1,electrical,38.6052355823897,0,0,0,0
8496,Russia,1302.7068457225841,0,tiles,15.40409201473481,0,0,1,0
8497,Russia,1309.6841195432958,0,wood,35.23596883692573,0,1,1,0
8498,France,139.4848867958015,0,wood,31.105998364781502,0,0,1,1
8499,China,5613.055991493615,0,wood,42.896572168961036,0,0,1,0
8500,China,5613.055991493615,0,tiles,45.576958110476106,0,0,0,0
8501,China,5039.643002522832,1,tiles,39.91424667929014,0,0,0,0
